index,Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
1411,The Search for Signs of Intelligent Life in the Universe,"The text of the Broadway play, captures the last twenty years of American culture",['Jane Wagner'],http://books.google.com/books/content?id=y75jPeHFJB4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=y75jPeHFJB4C&printsec=frontcover&dq=The+Search+for+Signs+of+Intelligent+Life+in+the+Universe&hl=&cd=1&source=gbs_api,Harper Collins,1990,http://books.google.com/books?id=y75jPeHFJB4C&dq=The+Search+for+Signs+of+Intelligent+Life+in+the+Universe&hl=&source=gbs_api,['Biography & Autobiography'],6.0
1412,No Limit,"No limit hold 'em is exploding in popularity. Before 2000, it could be difficult to find a game. In 2006, it is played everywhere - in casino cardrooms, in backrooms and homes, and on the Internet. Now anyone can find a game, but few know how to play well. Most players learn by watching television or by listening to dubious advice from their friends. While they may have picked up a valuable tidbit here or there, most players have two options: wise up or go broke. The world's foremost poker theorist, David Sklansky, and noted poker authority, Ed Miller, will wise you up quickly. No Limit Hold 'em: Theory and Practice is the definitive work on this complex game. It provides you a window into the heads of experts, teaching you in straightforward and enjoyable terms the how's and why's of winning play. Book jacket.","['David Sklansky', 'Ed Miller']",http://books.google.com/books/content?id=g9iQu95JFm4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=g9iQu95JFm4C&printsec=frontcover&dq=No+Limit&hl=&cd=1&source=gbs_api,Two Plus Two Publishing LLC,2006,https://play.google.com/store/books/details?id=g9iQu95JFm4C&source=gbs_api,['Games & Activities'],1.0
1413,Madness and Civilization,"Perhaps the French philosopher's masterpiece, which is concerned with an extraordinary question: What does it mean to be mad?",['Michel Foucault'],http://books.google.com/books/content?id=OMprAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=OMprAAAAMAAJ&q=Madness+and+Civilization&dq=Madness+and+Civilization&hl=&cd=1&source=gbs_api,Vintage,1988,http://books.google.nl/books?id=OMprAAAAMAAJ&dq=Madness+and+Civilization&hl=&source=gbs_api,['History'],3.0
1414,Coping with Difficult People,"Bosses, friends, family members, they've made your life hell -- until now! Based on fourteen years of research and observation, Dr. Robert Bramson's proven-effective techniques are guaranteed to help you right the balance and take charge of your life. Learn how to: Stand up to anyone -- without fighting. Blunt a sniper's attack. Get a clam to talk. Cut off a Sherman tank at the pass. Manage bulldozers. Get stallers off the dime. Move a complainer into a problem-solving mode. Learn the six basic steps that allow you to cope with just about anyone. Reclaim the power the rightfully belongs to you in any relationship!","['Robert M. Bramson, Ph.D.']",http://books.google.com/books/content?id=DNaiLbycVm0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=DNaiLbycVm0C&printsec=frontcover&dq=Coping+with+Difficult+People&hl=&cd=1&source=gbs_api,Dell,2012-11-21,https://play.google.com/store/books/details?id=DNaiLbycVm0C&source=gbs_api,['Self-Help'],2.0
1415,Tribulations,"The world has ended.... The war is only beginning. An asteroid storm has obliterated the Earth. Billy and Linda West have built enough space-going arks to save a small number of people who now roam the void in search of a new home. Desperate to find a safe haven, Billy makes a dangerous attempt to exceed the speed of light. When his plans go terribly wrong, the Wests' severely-damaged ship is separated from the fleet and left drifting near a mysterious planet. This world's conditions are hospitable—but its inhabitants are not. Suddenly the Wests and their fellow survivors are caught in the middle of an ancient war between two brutal nations. Faced with horrific dangers, they are forced to choose a side just to survive. At the Publisher's request, this title is being sold without Digital Rights Management Software (DRM) applied.",['Ken Shufeldt'],http://books.google.com/books/content?id=OQ0tc6pMEykC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=OQ0tc6pMEykC&printsec=frontcover&dq=Tribulations&hl=&cd=1&source=gbs_api,Tor Books,2012-01-03,https://play.google.com/store/books/details?id=OQ0tc6pMEykC&source=gbs_api,['Fiction'],2.0
1416,They Came To Bagdad (Red Badge Detective),"Baghdad is holding a secret superpower summit, but the word is out, and an underground organization in the Middle East is plotting to sabotage the talks. Into this explosive situation appears Victoria Jones, a young woman with a yearning for adventure who gets more than she bargains for when a wounded spy dies in her hotel room. The only man who can save the summit is dead. Can Victoria make sense of his dying words: Lucifer…Basrah…Lefarge.…",['Agatha Christie'],http://books.google.com/books/content?id=WqKLSrZ083EC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=WqKLSrZ083EC&printsec=frontcover&dq=They+Came+To+Bagdad+(Red+Badge+Detective)&hl=&cd=1&source=gbs_api,Harper Collins,2011-06-14,http://books.google.com/books?id=WqKLSrZ083EC&dq=They+Came+To+Bagdad+(Red+Badge+Detective)&hl=&source=gbs_api,['Fiction'],10.0
1417,Bright Eyes (Coulter Family Series),"New York Times bestselling author Catherine Anderson presents an unforgettable Coulter Family romance. Serious-minded Zeke Coulter's life gets brighter when he finally meets his match... Zeke has no intention of getting married—until he buys a ranch next door to Natalie Patterson, a sexy divorcee with two kids, a zany extended family, and a philandering ex-husband involved in shady business dealings. When Natalie’s twelve-year-old son vandalizes Zeke’s property, and Natalie is unable to pay for the damages, Zeke offers to let the boy work off the debt. As Zeke struggles to instill a sense of responsibility and self-worth in the troubled youngster, he finds his life being turned upside down by Natalie, whose sultry singing voice and striking eyes disguise her underlying lack of belief in herself or in her dream of becoming a professional singer. With rugged determination, Zeke undertakes to bolster her confidence, revive her ability to trust men…and thoroughly seduce her. But just as their attraction begins to blossom, a twist of fate gravely threatens their life together...",['Catherine Anderson'],http://books.google.com/books/content?id=DaUr9QVpJZEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=DaUr9QVpJZEC&printsec=frontcover&dq=Bright+Eyes+(Coulter+Family+Series)&hl=&cd=1&source=gbs_api,Penguin,2004-06-01,https://play.google.com/store/books/details?id=DaUr9QVpJZEC&source=gbs_api,['Fiction'],2.0
1418,"Sands of Empire: Missionary Zeal, American Foreign Policy, and the Hazards of Global Ambition","A critical analysis of the impact of America's current foreign policy argues that an enforced installation of western democracy is more likely to spread conflict than peace, challenging the beliefs presented by such figures as Francis Fukuyama and Thomas Friedman while urging readers to accept fundamental cultural differences. By the author of Taking On the World. 25,000 first printing.",['Robert W. Merry'],http://books.google.com/books/content?id=pghpw1e91e0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=pghpw1e91e0C&printsec=frontcover&dq=Sands+of+Empire:+Missionary+Zeal,+American+Foreign+Policy,+and+the+Hazards+of+Global+Ambition&hl=&cd=1&source=gbs_api",Simon and Schuster,2005-05-31,"http://books.google.com/books?id=pghpw1e91e0C&dq=Sands+of+Empire:+Missionary+Zeal,+American+Foreign+Policy,+and+the+Hazards+of+Global+Ambition&hl=&source=gbs_api",['History'],1.0
1419,Rushing to Paradise: A Novel,J.G. Ballard – author of Crash and Empire of the Sun – explores the extremes of ecology and feminism in this highly acclaimed modern fable.,['J. G. Ballard'],http://books.google.com/books/content?id=PdzpymgAM-AC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=PdzpymgAM-AC&printsec=frontcover&dq=Rushing+to+Paradise:+A+Novel&hl=&cd=1&source=gbs_api,HarperCollins UK,2012-07-10,https://play.google.com/store/books/details?id=PdzpymgAM-AC&source=gbs_api,['Fiction'],3.0
1420,The Reverse of the Medal,"""An overwhelming, outstanding novel...!""—Irish Times Captain Jack Aubrey, accomplished at sea but dreadfully vulnerable on land, finds himself ashore after a successful cruise. With his prize money burning a hole in his pocket, he is persuaded by a kind stranger he meets at a tavern to make certain investments. This innocent decision ensnares him in the London criminal underground and in government espionage?the province of his friend Stephen Maturin, now tasked with rescuing his imperiled friend as he also attempts to locate his wayward wife, Diana Villiers. Is Aubrey’s humiliation and the threatened ruin of his career a deliberate plot? This dark tale is a fitting backdrop to the brilliant characterization and sparkling dialogue which Patrick O’Brian’s readers have come to expect.","[""Patrick O'Brian""]",http://books.google.com/books/content?id=hP-EqKPGZs0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=hP-EqKPGZs0C&printsec=frontcover&dq=The+Reverse+of+the+Medal&hl=&cd=1&source=gbs_api,W. W. Norton & Company,2011-12-05,https://play.google.com/store/books/details?id=hP-EqKPGZs0C&source=gbs_api,['Fiction'],2.0
1421,ABC and You: An Alphabet Book (Toddler Books),"In this alphabet book, a is for apple and z is for zoo. On board pages.",['Alison Jay'],http://books.google.com/books/content?id=KlIkAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=KlIkAQAAMAAJ&q=ABC+and+You:+An+Alphabet+Book+(Toddler+Books)&dq=ABC+and+You:+An+Alphabet+Book+(Toddler+Books)&hl=&cd=1&source=gbs_api,Dutton Books for Young Readers,2005,http://books.google.com/books?id=KlIkAQAAMAAJ&dq=ABC+and+You:+An+Alphabet+Book+(Toddler+Books)&hl=&source=gbs_api,['Juvenile Nonfiction'],7.0
1422,Is Our Children Learning? : The Case Against George W. Bush,"He was a poor student who somehow got into the finest schools. He was a National Guardsman who somehow missed a year of service. He was a failed businessman who somehow was made rich. He was a minority investor who somehow was made managing partner of the Texas Rangers. He was a defeated politician who somehow was made governor. You can hardly blame him for expecting to inherit the White House. ""Is Our Children Learning?"" examines the public life and public record of George W. Bush and reveals him for who he is: a man who presents the thinnest, weakest, least impressive record in public life of any major party nominee this century; a man who at every critical juncture has been propelled upward by the forces of wealth, privilege, status, and special interests who use his family's name for their private gain. A Texan, political analyst, strategist, and partisan, Paul Begala has written a devastating assessment of the Bush brand of politics.",['Paul Begala'],http://books.google.com/books/content?id=tFRQoKZHItgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=tFRQoKZHItgC&printsec=frontcover&dq=Is+Our+Children+Learning%3F+:+The+Case+Against+George+W.+Bush&hl=&cd=1&source=gbs_api,Simon and Schuster,2001-08-31,https://play.google.com/store/books/details?id=tFRQoKZHItgC&source=gbs_api,['Political Science'],3.0
1423,Hollywood Vampire: The Unofficial and Unauthorised Guide to Angel,Everything you ever needed or wanted to know about the world of Angel is brought together in this indispensable volume including: Best episodes Hyperion hotel facts What's On in Pylea Guest Appearances Dream Sequences Favourite Quotes Love Lives and Betrayals Defining Moments and many more a,['Keith Topping'],http://books.google.com/books/content?id=Ug53QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=Ug53QgAACAAJ&dq=Hollywood+Vampire:+The+Unofficial+and+Unauthorised+Guide+to+Angel&hl=&cd=1&source=gbs_api,Virgin Pub,2004,http://books.google.com/books?id=Ug53QgAACAAJ&dq=Hollywood+Vampire:+The+Unofficial+and+Unauthorised+Guide+to+Angel&hl=&source=gbs_api,['Performing Arts'],1.0
1424,"A Whaling Captain's Daughter: The Diary of Laura Jernegan, 1868-1871 (Diaries, Letters, and Memoirs)","The diary of Laura Jernegan, a young girl who traveled with her family on her father's whaling ship in the 1860s who records her schooling, dangerous whale hunts, and the activities of her baby brother. Includes activities and a timeline related to this era.",['Laura Jernegan'],http://books.google.com/books/content?id=UOVvt_JNlk0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=UOVvt_JNlk0C&printsec=frontcover&dq=A+Whaling+Captain%27s+Daughter:+The+Diary+of+Laura+Jernegan,+1868-1871+(Diaries,+Letters,+and+Memoirs)&hl=&cd=1&source=gbs_api",Capstone,2000,"http://books.google.nl/books?id=UOVvt_JNlk0C&dq=A+Whaling+Captain%27s+Daughter:+The+Diary+of+Laura+Jernegan,+1868-1871+(Diaries,+Letters,+and+Memoirs)&hl=&source=gbs_api",['Juvenile Nonfiction'],1.0
1425,The Ethical Function of Architecture,"Can architecture help us find our place and way in today's complex world? Can it return individuals to a whole, to a world, to a community? Developing Giedion's claim that contemporary architecture's main task is to interpret a way of life valid for our time, philosopher Karsten Harries answers that architecture should serve a common ethos. But if architecture is to meet that task, it first has to free itself from the dominant formalist approach, and get beyond the notion that its purpose is to produce endless variations of the decorated shed. In a series of cogent and balanced arguments, Harries questions the premises on which architects and theorists have long relied—premises which have contributed to architecture's current identity crisis and marginalization. He first criticizes the aesthetic approach, focusing on the problems of decoration and ornament. He then turns to the language of architecture. If the main task of architecture is indeed interpretation, in just what sense can it be said to speak, and what should it be speaking about? Expanding upon suggestions made by Martin Heidegger, Harries also considers the relationship of building to the idea and meaning of dwelling. Architecture, Harries observes, has a responsibility to community; but its ethical function is inevitably also political. He concludes by examining these seemingly paradoxical functions.",['Karsten Harries'],http://books.google.com/books/content?id=1hCo61dbB6QC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=1hCo61dbB6QC&printsec=frontcover&dq=The+Ethical+Function+of+Architecture&hl=&cd=1&source=gbs_api,MIT Press,1998-07-31,http://books.google.nl/books?id=1hCo61dbB6QC&dq=The+Ethical+Function+of+Architecture&hl=&source=gbs_api,['Architecture'],2.0
1426,Discovering Your Personality Type: The New Enneagram Questionnaire,"The best general introduction to the enneagram is newly revised and simplified, featuring the new, scientifically validated enneagram questionnaire.","['Don Richard Riso', 'Russ Hudson']",http://books.google.com/books/content?id=PSqiCk-H0NkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=PSqiCk-H0NkC&printsec=frontcover&dq=Discovering+Your+Personality+Type:+The+New+Enneagram+Questionnaire&hl=&cd=1&source=gbs_api,Houghton Mifflin Harcourt,2003,http://books.google.com/books?id=PSqiCk-H0NkC&dq=Discovering+Your+Personality+Type:+The+New+Enneagram+Questionnaire&hl=&source=gbs_api,['Psychology'],1.0
1427,Harry Potter et le prisonnier d'Azkaban,"Sirius Black, le dangereux criminel qui s’est échappé de la forteresse d’Azkaban, recherche Harry Potter. C’est donc sous bonne garde que l’apprenti sorcier fait sa troisième rentrée. Au programme : des cours de divination, la fabrication d’une potion de Ratatinage, le dressage des hippogriffes... Mais Harry est-il vraiment à l’abri du danger qui le menace? Le troisième tome des aventures de Harry Potter vous emportera dans un tourbillon de surprises et d’émotions. Frissons et humour garantis!",['J.K. Rowling'],http://books.google.com/books/content?id=vWxokFDTpy4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=vWxokFDTpy4C&printsec=frontcover&dq=Harry+Potter+et+le+prisonnier+d%27Azkaban&hl=&cd=1&source=gbs_api,Pottermore Publishing,2015-12-08,https://play.google.com/store/books/details?id=vWxokFDTpy4C&source=gbs_api,['Fiction'],7.0
1428,"Stormy, Misty's foal","A foal, born in the aftermath of a great storm, and her famous mother, help raise money to repair the storm damage on Chincoteague Island and restore the herds of wild ponies on Assateague Island.",['Marguerite Henry'],http://books.google.com/books/content?id=jTnmBwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=jTnmBwAAQBAJ&printsec=frontcover&dq=Stormy,+Misty%27s+foal&hl=&cd=1&source=gbs_api",Simon and Schuster,2015-04-14,"http://books.google.com/books?id=jTnmBwAAQBAJ&dq=Stormy,+Misty%27s+foal&hl=&source=gbs_api",['Juvenile Fiction'],3.0
1429,Days of obligation; an argument with my Mexican father.,Essays written by the author of Hunger of Memory explore such subjects as Corte+a7s's conquest of Mexico and the state of AIDS-ravaged San Francisco and gauge the spiritual and moral landscapes of the United States and Mexico. Reprint.,['Richard Rodriguez'],http://books.google.com/books/content?id=P9QLAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=P9QLAAAAYAAJ&q=Days+of+obligation%3B+an+argument+with+my+Mexican+father.&dq=Days+of+obligation%3B+an+argument+with+my+Mexican+father.&hl=&cd=1&source=gbs_api,Penguin Books,1993-11,http://books.google.com/books?id=P9QLAAAAYAAJ&dq=Days+of+obligation%3B+an+argument+with+my+Mexican+father.&hl=&source=gbs_api,['Biography & Autobiography'],3.0
1430,The Best of Colored Pencil,"This new addition to a sucessful series is a sophisticated primer for readers who aeriously want to develop a professional career specializing in an art medium with great commercial potential. The book opens with a review of the methods of unique to colored pencil, its handling properties, and breadth of color range. Readers are shown how to create illusions of form, volume, and space, and how to avoid overworking a picture by learning to see when it's finished. Then the author shares her special techniques for the most popular genres, still life and landscape, and for nontraditional subjects as well. She concludes with an insightful discussion on personal style and becoming a professional artist.",['Bet Borgeson'],http://books.google.com/books/content?id=m8IOCAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=m8IOCAAAQBAJ&printsec=frontcover&dq=The+Best+of+Colored+Pencil&hl=&cd=1&source=gbs_api,Watson-Guptill,2015-12-01,https://play.google.com/store/books/details?id=m8IOCAAAQBAJ&source=gbs_api,['Art'],2.0
1431,Hoare and the Portsmouth Atrocities,"Although Bartholomew Hoare has acquitted himself nobly on shipboard and battle, and worked his way up to lieutenant in King George III's Royal Navy, he cannot count his present life a satisfactory one. For one thing, he and his brother (as his father before him, all of them descended from Vikings) have always had to use their fists to defend their name and its implications from schoolboys, shipmates, and generally impolite Britons at every social level. That Bartholomew can handle. But a spent musket ball in the throat put a halt to a promising career at sea, and Hoare was left with a glowing recommendation and exclusively shore duties. Obviously, a captain whose orders could not be issued above a whisper could never command a ship. To Hoare, who loves the sea, it is a tragedy, as he is forced to do the land-based tasks assigned to him. His present mission is to discover what has happened to the ship that disappeared in nearby waters, and whether the strange contents of a small keg found in the sand are involved in the mystery. And it is a quest that begins Hoare's acquaintance with the extraordinary Mrs. Eleanor Graves--by his saving her from attacking ruffians, with her active and enthusiastic assistance. It is a meeting that starts a dramatic train of events. For one thing, Hoare is asked to put his talents to work on behalf of a young officer charged with the murder of his captain, a fellow of questionable probity and brutal temper. Hoare's investigation leads to evidence of criminal activity beyond the captain's murder. It's a chance for the lieutenant to further distinguish himself--if he isn't killed first. But life is not all trouble. Hoare becomes close friends with Eleanor Graves and her retired, and much older, physician husband. He meets a rather suspect visitor from abroad, and encounters assorted townspeople, both high and low--including the Graveses' dinner guest his first night in town, one Miss Jane Austen. With its strong period atmosphere, its unusual and colorful characters, and its nautical focus, Wilder Perkins's first novel, Hoare and the Portsmouth Atrocities, will entice readers who love historic naval fiction. And many others as well will be delighted to discover this author and his book, and will wait impatiently for Bartholomew Hoare's next adventure.",['Wilder Perkins'],http://books.google.com/books/content?id=BsCFBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=BsCFBAAAQBAJ&printsec=frontcover&dq=Hoare+and+the+Portsmouth+Atrocities&hl=&cd=1&source=gbs_api,Minotaur Books,2014-11-04,https://play.google.com/store/books/details?id=BsCFBAAAQBAJ&source=gbs_api,['Fiction'],1.0
1432,"Come, Let Us Reason: An Introduction to Logical Thinking","The perfect introductory textbook, this simplified study of logic prepares readers to reason thoughtfully and to spot illogic in an argument.","['Norman L. Geisler', 'Ronald M. Brooks']",http://books.google.com/books/content?id=0wRPmQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=0wRPmQEACAAJ&dq=Come,+Let+Us+Reason:+An+Introduction+to+Logical+Thinking&hl=&cd=1&source=gbs_api",Baker Academic,1990-08-01,"http://books.google.com/books?id=0wRPmQEACAAJ&dq=Come,+Let+Us+Reason:+An+Introduction+to+Logical+Thinking&hl=&source=gbs_api",['Philosophy'],2.0
1433,How Much Is Enough? Harness the Power of Your Money Story--And Change Your Life,"From the Foreword written by Jack Hayford: This book presents the real deal, because God does covenant to bless those who learn to live within His covenants and revealed principles of giving. I see the evenhanded instruction herein as providing a study that can open your life to receiving a mantle, a kind of covering or anointing, for every aspect of your life.","['Rich Brott', 'Frank Damazio']",http://books.google.com/books/content?id=HHQ-6ur2feMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=HHQ-6ur2feMC&pg=PA436&dq=How+Much+Is+Enough%3F+Harness+the+Power+of+Your+Money+Story--And+Change+Your+Life&hl=&cd=1&source=gbs_api,Rich Brott,2005,http://books.google.nl/books?id=HHQ-6ur2feMC&dq=How+Much+Is+Enough%3F+Harness+the+Power+of+Your+Money+Story--And+Change+Your+Life&hl=&source=gbs_api,['Religion'],1.0
1434,"Stripping, Sex, and Popular Culture (Dress, Body, Culture)","Moving from first hand interviews with dancers and others, this book broadens into an accessible examination of the popularity of ""striptease culture,"" with sex-saturated media imagery, and stripper aerobics at your local gym. It aims to scrutinize the truth of a industry whose norms are increasingly at the center of contemporary society.",['Catherine M. Roach'],http://books.google.com/books/content?id=Jn0HFIuG0RcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=Jn0HFIuG0RcC&pg=PR2&dq=Stripping,+Sex,+and+Popular+Culture+(Dress,+Body,+Culture)&hl=&cd=1&source=gbs_api",Berg,2011-01-01,"http://books.google.com/books?id=Jn0HFIuG0RcC&dq=Stripping,+Sex,+and+Popular+Culture+(Dress,+Body,+Culture)&hl=&source=gbs_api",['Social Science'],2.0
1435,Frommer's Costa Rica 2001,"Experience a place the way the locals do. Enjoy the best it has to offer. And avoid tourist traps. At Frommer's, we use 150 outspoken travel experts around the world to help you make the right choices. Frommer's. Your guide to a world of travel experience. Choose the Only Guide That Gives You: Outspoken opinions on what's worth your time and what's not. Exact prices, so you can plan the perfect trip no matter what your budget. Off-the-beaten-path experiences and undiscovered gems, plus new takes on top attractions. The best hotels and restaurants in every price range, with candid reviews. The expert guidance you need to take charge and travel with confidence. Great trips begin at www.frommers.travelocity.com Book flights, hotels, and rental cars. Get free updates on attractions and prices.",['Eliot Greenspan'],http://books.google.com/books/content?id=KmZHBAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=KmZHBAAACAAJ&dq=Frommer%27s+Costa+Rica+2001&hl=&cd=1&source=gbs_api,Frommers,2000-08-28,http://books.google.com/books?id=KmZHBAAACAAJ&dq=Frommer%27s+Costa+Rica+2001&hl=&source=gbs_api,['Travel'],1.0
1436,Stable Strategies and Others,"This collection of tightly crafted, highly imaginative short stories employs surrealist, satirical, and fantastical devices to explore politics, class, and gender. From a hilarious tale about bioengineering and the stresses of climbing the corporate ladder to an evocative story of a woman who loses a sock at the the laundromat and finds she's missing a bit of her soul, these science fiction stories showcase an award-winning writer's compelling vision of the universe. Computer pioneers, cross-country skiers, and aliens figure into these literary stories that challenge the boundaries of imagination with quirky, anti-establishment characters and visionary technological extrapolation.","['William Gibson', 'Eileen Gunn', 'Howard Waldrop']",http://books.google.com/books/content?id=QoD6AwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=QoD6AwAAQBAJ&printsec=frontcover&dq=Stable+Strategies+and+Others&hl=&cd=1&source=gbs_api,Tachyon Publications,2012-02-01,http://books.google.com/books?id=QoD6AwAAQBAJ&dq=Stable+Strategies+and+Others&hl=&source=gbs_api,['Fiction'],1.0
1437,"Gesenius' Hebrew grammar,","""Stands alone as the definitive reference work on Hebrew grammar."" — Ancient Hebrew Studies Center For almost a century, Gesenius' Hebrew Grammar has proven to be one of the most comprehensive works on Hebrew, covering all aspects of the language, including historical background, pronunciation, etymology, syntax, and sentence structure. Generally recognized as the most useful and authoritative reference grammar for Biblical Hebrew, the text includes indices of Hebrew words, subjects, and Biblical passages as well as an extremely valuable appendix listing paradigms. An indispensable resource for students and translators, Gesenius' book remains the most usable reference grammar for classical Hebrew.","['Wilhelm Gesenius', 'E. Kautzsch', 'Arthur Ernest Cowley']",http://books.google.com/books/content?id=_Ug0-aXBmTsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=_Ug0-aXBmTsC&printsec=frontcover&dq=Gesenius%27+Hebrew+grammar,&hl=&cd=1&source=gbs_api",Courier Corporation,2006-01,"http://books.google.com/books?id=_Ug0-aXBmTsC&dq=Gesenius%27+Hebrew+grammar,&hl=&source=gbs_api",['Language Arts & Disciplines'],5.0
1438,The Moral Obligation to Be Intelligent: Selected Essays,"The America of John Dos Passos -- Hemingway and his critics -- T.S. Eliot's politics -- The immortality ode -- Kipling -- Reality in America -- Art and neurosis -- Manners, morals, and the novel -- The Kinsey report -- Huckleberry Finn -- The Princess Casamassima -- Wordsworth and the Rabbis -- William Dean Howells and the roots of modern taste -- The poet as hero: Keats in his letters -- George Orwell and the politics of truth -- The situation of the American intellectual at the present time -- Mansfield Park -- Isaac Babel -- The morality of inertia -- ""That smile of Parmenides made me think""--The last lover -- A speech on Robert Frost: a cultural episode -- On the teaching of modern literature -- The Leavis-Snow controversy -- The fate of pleasure -- James Joyce in his letters -- Mind in the modern world -- Art, will, and necessity -- Why we read Jane Austen.",['Lionel Trilling'],http://books.google.com/books/content?id=Yj7b8oALjugC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=Yj7b8oALjugC&printsec=frontcover&dq=The+Moral+Obligation+to+Be+Intelligent:+Selected+Essays&hl=&cd=1&source=gbs_api,Northwestern University Press,2008,http://books.google.com/books?id=Yj7b8oALjugC&dq=The+Moral+Obligation+to+Be+Intelligent:+Selected+Essays&hl=&source=gbs_api,['Literary Collections'],1.0
1439,Republic (Oxford World's Classics),"A model for the ideal state includes discussion of the nature and application of justice, the role of the philosopher in society, the goals of education, and the effects of art upon character.","['Plato,', 'Robin Waterfield']",http://books.google.com/books/content?id=r1cVDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=r1cVDAAAQBAJ&printsec=frontcover&dq=Republic+(Oxford+World%27s+Classics)&hl=&cd=1&source=gbs_api,Oxford University Press,2008-04-17,http://books.google.com/books?id=r1cVDAAAQBAJ&dq=Republic+(Oxford+World%27s+Classics)&hl=&source=gbs_api,['Literary Collections'],862.0
1440,The Poetry of Home,"Recently appointed as the new U. S. Poet Laureate, Ted Kooser has been writing and publishing poetry for more than forty years. In the pages of The Poetry Home Repair Manual, Kooser brings those decades of experience to bear. Here are tools and insights, the instructions (and warnings against instructions) that poets—aspiring or practicing—can use to hone their craft, perhaps into art. Using examples from his own rich literary oeuvre and from the work of a number of successful contemporary poets, the author schools us in the critical relationship between poet and reader, which is fundamental to what Kooser believes is poetry’s ultimate purpose: to reach other people and touch their hearts. Much more than a guidebook to writing and revising poems, this manual has all the comforts and merits of a long and enlightening conversation with a wise and patient old friend—a friend who is willing to share everything he’s learned about the art he’s spent a lifetime learning to execute so well.",['Ted Kooser'],http://books.google.com/books/content?id=3oi_6oxZfGoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=3oi_6oxZfGoC&printsec=frontcover&dq=The+Poetry+of+Home&hl=&cd=1&source=gbs_api,U of Nebraska Press,2007-03-01,http://books.google.com/books?id=3oi_6oxZfGoC&dq=The+Poetry+of+Home&hl=&source=gbs_api,['Poetry'],15.0
